ELU/SPPLEANT;Nom du candidat;Commune;Liste;Position dans la liste;Votes;Nombre de bulletins attribués aux candidats par dévolution à concurrence de ce qui est nécessaire pour atteindre le chiffre d'éligibilité.;Total des voix obtenues par les candidats après dévolution.;Total des bulletins restant à répartir par dévolution.;Désignation et classement des élus titulaires;Désignation et classement des élus suppléants
ELU;JACQUES Bernard;SOMBREFFE;IC-LdB;5;350;0;350;0;7;4
SUPPLEANT;GAGGIOLI Luigi;SOMBREFFE;IC-LdB;6;342;0;342;0;;1
SUPPLEANT;DOCQ Nicole;SOMBREFFE;IC-LdB;7;285;0;285;0;;3
SUPPLEANT;LEEMANS-BEELEN Marie-Claire;SOMBREFFE;IC-LdB;8;336;0;336;0;;2
ELU;LEQUEUX-LABRASSINE Andrée;SOMBREFFE;IC-LdB;9;359;0;359;0;5;2
SUPPLEANT;ROLAIN Jean-Marie;SOMBREFFE;IC-LdB;10;260;0;260;0;;5
SUPPLEANT;VANDERMEULEN-SERVAIS Laurence;SOMBREFFE;IC-LdB;11;255;0;255;0;;6
ELU;PONTHIEU Roxane;SOMBREFFE;IC-LdB;12;347;0;347;0;8;6
ELU;RUQUOY Philippe;SOMBREFFE;IC-LdB;13;359;0;359;0;6;
SUPPLEANT;GOEDERT Justin;SOMBREFFE;IC-LdB;14;227;0;227;0;;7
SUPPLEANT;FLORET Nathalie;SOMBREFFE;IC-LdB;15;208;0;208;0;;10
SUPPLEANT;BOUDART Didier;SOMBREFFE;IC-LdB;16;185;0;185;0;;11
SUPPLEANT;THOMAS-FOCANT Monique;SOMBREFFE;IC-LdB;17;218;0;218;0;;9
SUPPLEANT;DOMKEN-PEPINSTER Catherine;SOMBREFFE;IC-LdB;18;224;0;224;0;;8
ELU;PLENNEVAUX Emile;SOMBREFFE;IC-LdB;19;408;0;408;0;4;8
ELU;HENIN Sabine;SOMME-LEUZE;ECOLO;1;214;114;328;46;1;
ELU;PERNIAUX François;SOMME-LEUZE;ECOLO;2;130;46;176;0;2;
SUPPLEANT;REMY Mélissa;SOMME-LEUZE;ECOLO;3;62;0;62;0;;6
SUPPLEANT;JOYE Gilbert;SOMME-LEUZE;ECOLO;4;79;0;79;0;;3
SUPPLEANT;CIBOUR Chantal;SOMME-LEUZE;ECOLO;5;106;0;106;0;;1
SUPPLEANT;ATTOUT Jean-Benoît;SOMME-LEUZE;ECOLO;6;57;0;57;0;;10
SUPPLEANT;CORDIER Linda;SOMME-LEUZE;ECOLO;7;61;0;61;0;;7
SUPPLEANT;LICOT Rémy;SOMME-LEUZE;ECOLO;8;61;0;61;0;;8
SUPPLEANT;FETTWEIS Christiane;SOMME-LEUZE;ECOLO;9;52;0;52;0;;13
SUPPLEANT;MANGON Michel;SOMME-LEUZE;ECOLO;10;45;0;45;0;;15
SUPPLEANT;GUILLAUME Josiane;SOMME-LEUZE;ECOLO;11;53;0;53;0;;12
SUPPLEANT;GRUSLIN Pascal;SOMME-LEUZE;ECOLO;12;76;0;76;0;;4
SUPPLEANT;GOREY David;SOMME-LEUZE;ECOLO;13;60;0;60;0;;9
SUPPLEANT;PHILIPPART Morgane;SOMME-LEUZE;ECOLO;14;57;0;57;0;;11
SUPPLEANT;TOUGARINOFF Yves;SOMME-LEUZE;ECOLO;15;46;0;46;0;;14
SUPPLEANT;HENIN Gaston;SOMME-LEUZE;ECOLO;16;93;0;93;0;;2
SUPPLEANT;WECHSELER Noémi;SOMME-LEUZE;ECOLO;17;71;0;71;0;;5
ELU;BORSUS Willy;SOMME-LEUZE;U.C.;1;2055;534;2589;1169;1;
ELU;CARPENTIER Jessica;SOMME-LEUZE;U.C.;2;360;1169;1529;0;2;
ELU;LECARTE Denis;SOMME-LEUZE;U.C.;3;627;0;627;0;4;
ELU;LECOMTE Valérie;SOMME-LEUZE;U.C.;4;934;0;934;0;3;
ELU;JORIS Denis;SOMME-LEUZE;U.C.;5;277;0;277;0;12;
ELU;ROMAIN-ADNET Dominique;SOMME-LEUZE;U.C.;6;265;0;265;0;13;
ELU;COLLIN-FOURNEAU Marianne;SOMME-LEUZE;U.C.;7;424;0;424;0;6;
ELU;VANOVERSCHELDE Auriane;SOMME-LEUZE;U.C.;8;252;0;252;0;15;
ELU;PETITFRERE Louis;SOMME-LEUZE;U.C.;9;312;0;312;0;10;
ELU;ZORGNIOTTI-WINAND Véronique;SOMME-LEUZE;U.C.;10;253;0;253;0;14;
SUPPLEANT;DEVEZON Baudry;SOMME-LEUZE;U.C.;11;191;0;191;0;;1
ELU;BLERET-DE CLEERMAECKER Sabine;SOMME-LEUZE;U.C.;12;419;0;419;0;7;1
ELU;DOCHAIN Robert;SOMME-LEUZE;U.C.;13;290;0;290;0;11;
ELU;SARLET Philippe;SOMME-LEUZE;U.C.;14;315;0;315;0;9;
ELU;DIEUDONNÉ Jean-Marie;SOMME-LEUZE;U.C.;15;432;0;432;0;5;
SUPPLEANT;DE WILDE Marie-Antoinette;SOMME-LEUZE;U.C.;16;121;0;121;0;;2
ELU;VILMUS Norbert;SOMME-LEUZE;U.C.;17;418;0;418;0;8;2
ELU;MARTIN Anne Catherine;SOUMAGNE;ECOLO;1;325;372;697;0;1;
SUPPLEANT;CRENIER Jean Pierre;SOUMAGNE;ECOLO;2;138;0;138;0;;2
SUPPLEANT;DELEHOUZÉE Patricia;SOUMAGNE;ECOLO;3;80;0;80;0;;6
SUPPLEANT;PARTHOENS José;SOUMAGNE;ECOLO;4;71;0;71;0;;9
SUPPLEANT;RAHMANI Fatima;SOUMAGNE;ECOLO;5;80;0;80;0;;7
SUPPLEANT;MONTRIEUX Henri-Michel;SOUMAGNE;ECOLO;6;105;0;105;0;;4
SUPPLEANT;URBANO Carole;SOUMAGNE;ECOLO;7;60;0;60;0;;12
SUPPLEANT;TEHEUX Jacques;SOUMAGNE;ECOLO;8;165;0;165;0;;1
SUPPLEANT;LIGOT Micheline;SOUMAGNE;ECOLO;9;57;0;57;0;;14
SUPPLEANT;VERLEYE Arthur;SOUMAGNE;ECOLO;10;60;0;60;0;;13
SUPPLEANT;DOR Yvonne;SOUMAGNE;ECOLO;11;54;0;54;0;;16
SUPPLEANT;HERMAN Michel;SOUMAGNE;ECOLO;12;56;0;56;0;;15
SUPPLEANT;SIMONIS-SERVAIS Anne;SOUMAGNE;ECOLO;13;64;0;64;0;;11
SUPPLEANT;GERTRUDA Michel;SOUMAGNE;ECOLO;14;44;0;44;0;;20
SUPPLEANT;HERMAN-TARGNION Véronique;SOUMAGNE;ECOLO;15;68;0;68;0;;10
SUPPLEANT;CHAPAUX Philippe;SOUMAGNE;ECOLO;16;48;0;48;0;;19
SUPPLEANT;BAUER Annette;SOUMAGNE;ECOLO;17;49;0;49;0;;18
SUPPLEANT;GASPARD Pierre;SOUMAGNE;ECOLO;18;42;0;42;0;;21
SUPPLEANT;GRAILET Fanny;SOUMAGNE;ECOLO;19;82;0;82;0;;5
SUPPLEANT;SLANGEN Patrick;SOUMAGNE;ECOLO;20;39;0;39;0;;22
SUPPLEANT;BLAVIER Mireille;SOUMAGNE;ECOLO;21;54;0;54;0;;17
SUPPLEANT;MASSART Guy;SOUMAGNE;ECOLO;22;78;0;78;0;;8
SUPPLEANT;GRANDJEAN Andrée;SOUMAGNE;ECOLO;23;37;0;37;0;;23
SUPPLEANT;TELLER-FOULON Marie Jeanne;SOUMAGNE;ECOLO;24;107;0;107;0;;3
ELU;ETIENNE Pascal;SOUMAGNE;ECOLO;25;197;0;197;0;2;3
ELU;JANSSENS Charles;SOUMAGNE;PS;1;2136;2387;4523;1295;1;
ELU;DANIEL Chantal;SOUMAGNE;PS;2;1174;1295;2469;0;2;
ELU;VAN den EYNDE Roland;SOUMAGNE;PS;3;870;0;870;0;4;
ELU;BRZAKALA Pierre;SOUMAGNE;PS;4;537;0;537;0;5;
ELU;DELCHEF Alain;SOUMAGNE;PS;5;894;0;894;0;3;
SUPPLEANT;NIWA-RADWINSKI Ginette;SOUMAGNE;PS;6;214;0;214;0;;3
ELU;DENOOZ Francis;SOUMAGNE;PS;7;413;0;413;0;8;3
ELU;IAFRATE Marie-Dominique;SOUMAGNE;PS;8;403;0;403;0;9;
SUPPLEANT;LECLERCQ Joseph;SOUMAGNE;PS;9;156;0;156;0;;6
SUPPLEANT;SOUMAGNE-CARABIN Josiane;SOUMAGNE;PS;10;189;0;189;0;;4
SUPPLEANT;TODE Vincenzo;SOUMAGNE;PS;11;234;0;234;0;;2
SUPPLEANT;PAUL-VERBEECK Chantal;SOUMAGNE;PS;12;143;0;143;0;;7
ELU;JEHAY Alain;SOUMAGNE;PS;13;289;0;289;0;11;7
ELU;LEBEAU David;SOUMAGNE;PS;14;452;0;452;0;7;
ELU;FUENTE FERNANDEZ Alexandra;SOUMAGNE;PS;15;266;0;266;0;14;
ELU;DESMIT Alain;SOUMAGNE;PS;16;518;0;518;0;6;
SUPPLEANT;RIVIERE-DE ACETIS Lucrèce;SOUMAGNE;PS;17;119;0;119;0;;10
SUPPLEANT;MEURRENS Pierre;SOUMAGNE;PS;18;77;0;77;0;;11
SUPPLEANT;STEPIEN-PAHAUT Nathalie;SOUMAGNE;PS;19;131;0;131;0;;9
ELU;SPRONCK Christian;SOUMAGNE;PS;20;302;0;302;0;10;9
SUPPLEANT;THOMASSIN-BEMELMANS Marielle;SOUMAGNE;PS;21;246;0;246;0;;1
ELU;BOMBOIR Margaux;SOUMAGNE;PS;22;281;0;281;0;13;1
SUPPLEANT;SCHENK Geoffrey;SOUMAGNE;PS;23;165;0;165;0;;5
SUPPLEANT;GARDIER Lisette;SOUMAGNE;PS;24;141;0;141;0;;8
ELU;CHARLIER Chrystelle;SOUMAGNE;PS;25;282;0;282;0;12;8
ELU;KERIS Jean Marie;SOUMAGNE;cdH;1;337;302;639;0;1;
SUPPLEANT;FIGLIOLA Lina;SOUMAGNE;cdH;2;129;0;129;0;;5
SUPPLEANT;DORTHU Pascal;SOUMAGNE;cdH;3;203;0;203;0;;1
SUPPLEANT;DEBATTY-DOBBELSTEIN Hélène;SOUMAGNE;cdH;4;174;0;174;0;;3
SUPPLEANT;DELANAYE Jérôme;SOUMAGNE;cdH;5;178;0;178;0;;2
SUPPLEANT;JEANMOYE-BAGUETTE Renée;SOUMAGNE;cdH;6;144;0;144;0;;4
SUPPLEANT;CONRAD Fabian;SOUMAGNE;cdH;7;129;0;129;0;;6
SUPPLEANT;STASSART-DE KEYSER Pascale;SOUMAGNE;cdH;8;113;0;113;0;;8
SUPPLEANT;DUMOULIN Pierre;SOUMAGNE;cdH;9;93;0;93;0;;11
SUPPLEANT;THONE-BIOT Chantal;SOUMAGNE;cdH;10;87;0;87;0;;12
ELU;BRAGARD Peter;SOUMAGNE;cdH;11;317;0;317;0;2;12
SUPPLEANT;MASSARO Lauriane;SOUMAGNE;cdH;12;106;0;106;0;;10
SUPPLEANT;JOLLY Olivier;SOUMAGNE;cdH;13;55;0;55;0;;19
SUPPLEANT;FRAUSSEN-COUNASSE Manuelle;SOUMAGNE;cdH;14;69;0;69;0;;15
SUPPLEANT;CANNELLA Michelangelo;SOUMAGNE;cdH;15;78;0;78;0;;14
SUPPLEANT;NATALELLO-STADEROLI Loredana;SOUMAGNE;cdH;16;83;0;83;0;;13
SUPPLEANT;PORTENART Michel;SOUMAGNE;cdH;17;37;0;37;0;;22
SUPPLEANT;LEEMANS-DEPUIS Gilberte;SOUMAGNE;cdH;18;58;0;58;0;;18
SUPPLEANT;AL-KHANSA Jamal;SOUMAGNE;cdH;19;38;0;38;0;;21
SUPPLEANT;LEROY-TROVATO Dominique;SOUMAGNE;cdH;20;49;0;49;0;;20
SUPPLEANT;MEYERS Valéry;SOUMAGNE;cdH;21;113;0;113;0;;9
SUPPLEANT;WUSTENBERGHS Marie-Josée;SOUMAGNE;cdH;22;114;0;114;0;;7
SUPPLEANT;OTTEN Gilbert;SOUMAGNE;cdH;23;60;0;60;0;;17
SUPPLEANT;ROOSEN-CONTOR Françoise;SOUMAGNE;cdH;24;63;0;63;0;;16
ELU;MORDANT Michel;SOUMAGNE;cdH;25;295;0;295;0;3;16
ELU;HOUET Benjamin;SOUMAGNE;MR;1;710;1356;2066;645;1;
ELU;MEURANT-HERTAY Véronique;SOUMAGNE;MR;2;267;645;912;0;2;
ELU;TRILLET Yves;SOUMAGNE;MR;3;308;0;308;0;3;
ELU;FURGALINSKI Valérie;SOUMAGNE;MR;4;185;0;185;0;6;
SUPPLEANT;RODEYNS Albert;SOUMAGNE;MR;5;174;0;174;0;;2
SUPPLEANT;LOGNOUL Isabelle;SOUMAGNE;MR;6;170;0;170;0;;3
ELU;ARONI Olivier;SOUMAGNE;MR;7;193;0;193;0;5;3
SUPPLEANT;BECKERS-LAMBERT Colette;SOUMAGNE;MR;8;106;0;106;0;;11
ELU;MIXHEL Benoit;SOUMAGNE;MR;9;225;0;225;0;4;11
SUPPLEANT;MICHEL Marion;SOUMAGNE;MR;10;121;0;121;0;;9
SUPPLEANT;RAHIR Didier;SOUMAGNE;MR;11;162;0;162;0;;4
SUPPLEANT;KEŸDENER Christel;SOUMAGNE;MR;12;142;0;142;0;;5
SUPPLEANT;MONAMI Léonard;SOUMAGNE;MR;13;122;0;122;0;;8
SUPPLEANT;GRANDJEAN Régine;SOUMAGNE;MR;14;89;0;89;0;;16
SUPPLEANT;STEUTELINGS Philippe;SOUMAGNE;MR;15;114;0;114;0;;10
SUPPLEANT;WILMOTTE Isabelle;SOUMAGNE;MR;16;136;0;136;0;;6
SUPPLEANT;CAELEN Thibaut;SOUMAGNE;MR;17;96;0;96;0;;14
SUPPLEANT;HUBIN Véronique;SOUMAGNE;MR;18;94;0;94;0;;15
SUPPLEANT;GEUDENS William;SOUMAGNE;MR;19;58;0;58;0;;19
SUPPLEANT;BROCA Brigitte;SOUMAGNE;MR;20;81;0;81;0;;17
SUPPLEANT;LALLEMAND Daniel;SOUMAGNE;MR;21;97;0;97;0;;13
SUPPLEANT;SWAAB-DROZAK Emmanuelle;SOUMAGNE;MR;22;74;0;74;0;;18
SUPPLEANT;NAVEAU Daniel;SOUMAGNE;MR;23;127;0;127;0;;7
SUPPLEANT;BOLSÉE-JANSSEN Annette;SOUMAGNE;MR;24;103;0;103;0;;12
SUPPLEANT;HEUSKIN Alain;SOUMAGNE;MR;25;184;0;184;0;;1
ELU;BROUET Claude;SPA;ECOLO;1;140;112;252;0;1;
SUPPLEANT;DOYEN Ginette;SPA;ECOLO;2;73;0;73;0;;2
SUPPLEANT;FISCHBACH Jonathan;SPA;ECOLO;3;51;0;51;0;;4
SUPPLEANT;DRÈZE Laurence;SPA;ECOLO;4;43;0;43;0;;6
SUPPLEANT;JONLET Alain;SPA;ECOLO;5;71;0;71;0;;3
SUPPLEANT;NIEVERGELT Judith;SPA;ECOLO;6;39;0;39;0;;9
SUPPLEANT;OULID Karim;SPA;ECOLO;7;24;0;24;0;;11
SUPPLEANT;WILSON Joan;SPA;ECOLO;8;15;0;15;0;;14
SUPPLEANT;MOSTARAC Pierre;SPA;ECOLO;9;17;0;17;0;;13
SUPPLEANT;DORVAL Fabienne;SPA;ECOLO;10;33;0;33;0;;10
SUPPLEANT;FUNKEN André;SPA;ECOLO;11;21;0;21;0;;12
SUPPLEANT;DUCHÊNE Sylvia;SPA;ECOLO;12;42;0;42;0;;7
SUPPLEANT;KAYE Olivier;SPA;ECOLO;13;47;0;47;0;;5
SUPPLEANT;GILLE Laurence;SPA;ECOLO;14;41;0;41;0;;8
SUPPLEANT;CESAR-KAYE Anne;SPA;ECOLO;15;80;0;80;0;;1
ELU;HOUSSA Joseph;SPA;MR;1;1650;1610;3260;958;1;
ELU;DELETTRE Sophie;SPA;MR;2;964;958;1922;0;2;
ELU;BASTIN Francis;SPA;MR;3;549;0;549;0;5;
ELU;MATHY Paul;SPA;MR;4;551;0;551;0;4;
ELU;GUYOT Françoise;SPA;MR;5;253;0;253;0;9;
ELU;MARÉCHAL Luc;SPA;MR;6;317;0;317;0;6;
ELU;BLOEMERS Jean-Jacques;SPA;MR;7;193;0;193;0;13;
ELU;GOFFIN André;SPA;MR;8;235;0;235;0;11;
ELU;STASSE Marie;SPA;MR;9;278;0;278;0;7;
ELU;TEFNIN Nicolas;SPA;MR;10;213;0;213;0;12;
SUPPLEANT;BERTHOLET Nathalie;SPA;MR;11;186;0;186;0;;1
SUPPLEANT;STEVENS Charlotte;SPA;MR;12;154;0;154;0;;4
SUPPLEANT;JULIEN Christopher;SPA;MR;13;157;0;157;0;;2
SUPPLEANT;WINTGENS Véronique;SPA;MR;14;88;0;88;0;;6
SUPPLEANT;HEUSE Dalila;SPA;MR;15;156;0;156;0;;3
SUPPLEANT;HÉRODE Colette;SPA;MR;16;86;0;86;0;;7
SUPPLEANT;DAMSEAUX Pascale;SPA;MR;17;84;0;84;0;;8
SUPPLEANT;HENRARD-SÉQUARIS Colette;SPA;MR;18;131;0;131;0;;5
ELU;DEVAUX Benoît;SPA;MR;19;247;0;247;0;10;5
ELU;JURION Bernard;SPA;MR;20;272;0;272;0;8;
ELU;GARDIER Charles;SPA;MR;21;734;0;734;0;3;
ELU;PEETERS Luc;SPA;Osons Spa;1;339;454;793;0;1;
ELU;DESONAY Ludivine;SPA;Osons Spa;2;256;0;256;0;3;
SUPPLEANT;JANSSEN Laurent;SPA;Osons Spa;3;155;0;155;0;;2
ELU;MEURIS Cyrielle;SPA;Osons Spa;4;187;0;187;0;4;2
ELU;KUO Wee Min;SPA;Osons Spa;5;337;0;337;0;2;
SUPPLEANT;MACKELS-WILLEMAERS Isabelle;SPA;Osons Spa;6;98;0;98;0;;7
SUPPLEANT;VANDENBROUCK Jean-Léon;SPA;Osons Spa;7;100;0;100;0;;6
SUPPLEANT;MARCHAL Ingrid;SPA;Osons Spa;8;78;0;78;0;;8
SUPPLEANT;LIBERT Yves;SPA;Osons Spa;9;121;0;121;0;;3
SUPPLEANT;MATHIEU-LORNEAU Babette;SPA;Osons Spa;10;72;0;72;0;;9
SUPPLEANT;SNACKERS Hugo;SPA;Osons Spa;11;47;0;47;0;;16
SUPPLEANT;LAMBERT-DUMONT Delphine;SPA;Osons Spa;12;61;0;61;0;;14
SUPPLEANT;BALHAN Pierre;SPA;Osons Spa;13;118;0;118;0;;4
SUPPLEANT;MONTULET Chantal;SPA;Osons Spa;14;64;0;64;0;;13
SUPPLEANT;GRISARD Etienne;SPA;Osons Spa;15;68;0;68;0;;11
SUPPLEANT;VAN DAEL Natacha;SPA;Osons Spa;16;68;0;68;0;;12
SUPPLEANT;PIRONET Thierry;SPA;Osons Spa;17;72;0;72;0;;10
SUPPLEANT;SIMART Joëlle;SPA;Osons Spa;18;21;0;21;0;;17
SUPPLEANT;GIELEN-DOFFINY Annie;SPA;Osons Spa;19;61;0;61;0;;15
SUPPLEANT;DESPONTIN Jean-Philippe;SPA;Osons Spa;20;161;0;161;0;;1
SUPPLEANT;THOMAS Dominique;SPA;Osons Spa;21;112;0;112;0;;5
ELU;GAZZARD Frank;SPA;S.P.A;1;361;297;658;0;1;
ELU;DETHIER Joëlle;SPA;S.P.A;2;180;0;180;0;3;
SUPPLEANT;CARO Philippe;SPA;S.P.A;3;99;0;99;0;;9
SUPPLEANT;BARZIN Jacqueline;SPA;S.P.A;4;92;0;92;0;;12
SUPPLEANT;FRÉDÉRIC Yoann;SPA;S.P.A;5;141;0;141;0;;2
ELU;BRAY Pierre;SPA;S.P.A;6;355;0;355;0;2;2
SUPPLEANT;MASSIN Emilie;SPA;S.P.A;7;112;0;112;0;;8
SUPPLEANT;CHARLIER Marie-Hélène;SPA;S.P.A;8;93;0;93;0;;11
SUPPLEANT;WALLER Marc;SPA;S.P.A;9;49;0;49;0;;16
SUPPLEANT;LAMBERT Pierre;SPA;S.P.A;10;114;0;114;0;;5
SUPPLEANT;DE PARON Marie-France;SPA;S.P.A;11;126;0;126;0;;3
SUPPLEANT;JAMAR Raymond;SPA;S.P.A;12;57;0;57;0;;15
SUPPLEANT;SEFFER Cédric;SPA;S.P.A;13;99;0;99;0;;10
SUPPLEANT;CHATEAU Luc;SPA;S.P.A;14;117;0;117;0;;4
SUPPLEANT;GUERMONPREZ Sandra;SPA;S.P.A;15;113;0;113;0;;6
SUPPLEANT;VEILLEZ Sylvie;SPA;S.P.A;16;78;0;78;0;;13
SUPPLEANT;HAGLESTEIN Jocelyne;SPA;S.P.A;17;27;0;27;0;;18
SUPPLEANT;MARGRAFF Pierre;SPA;S.P.A;18;70;0;70;0;;14
SUPPLEANT;BESENYEI Anna Erika;SPA;S.P.A;19;39;0;39;0;;17
SUPPLEANT;GÉRARD Laurence;SPA;S.P.A;20;113;0;113;0;;7
SUPPLEANT;COURBE Daniel;SPA;S.P.A;21;150;0;150;0;;1
ELU;MASSON Viviane;SPRIMONT;ECOLO;1;193;303;496;0;1;
SUPPLEANT;DANHIEUX Jan;SPRIMONT;ECOLO;2;97;0;97;0;;5
SUPPLEANT;PIRARD Anna;SPRIMONT;ECOLO;3;117;0;117;0;;2
SUPPLEANT;ANTUNES CASCÂO Michaël;SPRIMONT;ECOLO;4;50;0;50;0;;20
SUPPLEANT;ONSSELS Laurane;SPRIMONT;ECOLO;5;102;0;102;0;;4
SUPPLEANT;SCHYNS Frédéric;SPRIMONT;ECOLO;6;90;0;90;0;;6
SUPPLEANT;LECLOUX Martine;SPRIMONT;ECOLO;7;80;0;80;0;;8
SUPPLEANT;DAMUSEAU Pascal;SPRIMONT;ECOLO;8;78;0;78;0;;10
SUPPLEANT;DELBOUILLE Fabienne;SPRIMONT;ECOLO;9;61;0;61;0;;14
SUPPLEANT;DERWAEL Jean;SPRIMONT;ECOLO;10;52;0;52;0;;18
SUPPLEANT;CHARUE Sophie;SPRIMONT;ECOLO;11;72;0;72;0;;12
SUPPLEANT;BURQUEL Pablo;SPRIMONT;ECOLO;12;79;0;79;0;;9
SUPPLEANT;VANDER ELST Anne;SPRIMONT;ECOLO;13;52;0;52;0;;19
SUPPLEANT;MUIZENBEECK Claude;SPRIMONT;ECOLO;14;69;0;69;0;;13
SUPPLEANT;von FRENCKELL Marianne;SPRIMONT;ECOLO;15;59;0;59;0;;15
SUPPLEANT;DELHAXHE Eric;SPRIMONT;ECOLO;16;78;0;78;0;;11
SUPPLEANT;DELANNOY Catherine;SPRIMONT;ECOLO;17;59;0;59;0;;16
SUPPLEANT;BEYENS Robin;SPRIMONT;ECOLO;18;90;0;90;0;;7
SUPPLEANT;DELVOYE Bernadette;SPRIMONT;ECOLO;19;58;0;58;0;;17
SUPPLEANT;MAERTENS de NOORDHOUT Bernard;SPRIMONT;ECOLO;20;50;0;50;0;;21
SUPPLEANT;LEERSCHOOL Véronique;SPRIMONT;ECOLO;21;113;0;113;0;;3
SUPPLEANT;DETIENNE Thierry;SPRIMONT;ECOLO;22;124;0;124;0;;1
ELU;HENRY Philippe;SPRIMONT;ECOLO;23;158;0;158;0;2;1
ELU;GIET Thierry;SPRIMONT;PS;1;1591;657;2248;715;1;
ELU;VANGOSSUM Angélique;SPRIMONT;PS;2;290;715;1005;0;2;
ELU;LEERSCHOOL Philippe;SPRIMONT;PS;3;389;0;389;0;3;
ELU;DUCHATELET Danielle;SPRIMONT;PS;4;284;0;284;0;6;
SUPPLEANT;DAVID Pierre;SPRIMONT;PS;5;259;0;259;0;;1
SUPPLEANT;LEGROS Anne;SPRIMONT;PS;6;205;0;205;0;;6
SUPPLEANT;MOTTARD Frédéric;SPRIMONT;PS;7;246;0;246;0;;3
SUPPLEANT;de FROIDMONT Claire;SPRIMONT;PS;8;127;0;127;0;;13
ELU;DOUTRELOUP Sébastien;SPRIMONT;PS;9;264;0;264;0;7;13
SUPPLEANT;HARTERT Isabelle;SPRIMONT;PS;10;144;0;144;0;;12
SUPPLEANT;LAMBINON Gaël;SPRIMONT;PS;11;199;0;199;0;;7
SUPPLEANT;JORS Cristina;SPRIMONT;PS;12;178;0;178;0;;8
SUPPLEANT;DELPORTE Pierino;SPRIMONT;PS;13;209;0;209;0;;5
SUPPLEANT;DEWERT Lucie;SPRIMONT;PS;14;160;0;160;0;;10
SUPPLEANT;LOGNARD Benjamin;SPRIMONT;PS;15;145;0;145;0;;11
SUPPLEANT;LOUIS Nadine;SPRIMONT;PS;16;93;0;93;0;;16
SUPPLEANT;SCHRAEPEN Christophe;SPRIMONT;PS;17;125;0;125;0;;14
SUPPLEANT;REMACLE Nadège;SPRIMONT;PS;18;226;0;226;0;;4
SUPPLEANT;VANSTRAELEN René;SPRIMONT;PS;19;110;0;110;0;;15
SUPPLEANT;BOUDIAF Sarah;SPRIMONT;PS;20;174;0;174;0;;9
ELU;DECHAMPS Yves;SPRIMONT;PS;21;326;0;326;0;4;9
SUPPLEANT;VOUÉ Lucie;SPRIMONT;PS;22;258;0;258;0;;2
ELU;RADOUX Emmanuel;SPRIMONT;PS;23;294;0;294;0;5;2
ELU;ANCION Claude;SPRIMONT;BOURGMESTRE;1;2147;1185;3332;1530;1;
ELU;DUBOIS Anne;SPRIMONT;BOURGMESTRE;2;462;1530;1992;0;2;
ELU;DELVAUX Luc;SPRIMONT;BOURGMESTRE;3;817;0;817;0;3;
SUPPLEANT;HEMMERLIN Laetitia;SPRIMONT;BOURGMESTRE;4;292;0;292;0;;1
ELU;DEFAYS Philippe;SPRIMONT;BOURGMESTRE;5;402;0;402;0;6;1
SUPPLEANT;GEORGES Muriel;SPRIMONT;BOURGMESTRE;6;208;0;208;0;;6
ELU;FRANKINET Pierre;SPRIMONT;BOURGMESTRE;7;366;0;366;0;8;6
SUPPLEANT;LAVIS Valérie;SPRIMONT;BOURGMESTRE;8;235;0;235;0;;4
ELU;COLLIENNE Alain;SPRIMONT;BOURGMESTRE;9;314;0;314;0;10;4
ELU;CROSSET Christiane;SPRIMONT;BOURGMESTRE;10;315;0;315;0;9;
SUPPLEANT;CORNET Marie;SPRIMONT;BOURGMESTRE;11;172;0;172;0;;11
ELU;UMMELS Pascale;SPRIMONT;BOURGMESTRE;12;383;0;383;0;7;11
ELU;MORAY Christian;SPRIMONT;BOURGMESTRE;13;525;0;525;0;4;
SUPPLEANT;NIZET Justine;SPRIMONT;BOURGMESTRE;14;244;0;244;0;;3
SUPPLEANT;LAHAYE Pierre;SPRIMONT;BOURGMESTRE;15;216;0;216;0;;5
SUPPLEANT;GELLER Véronique;SPRIMONT;BOURGMESTRE;16;184;0;184;0;;8
SUPPLEANT;CRAHAY François;SPRIMONT;BOURGMESTRE;17;191;0;191;0;;7
SUPPLEANT;DEFAWEUX Nathalie;SPRIMONT;BOURGMESTRE;18;178;0;178;0;;9
SUPPLEANT;CERFONT Pierre;SPRIMONT;BOURGMESTRE;19;131;0;131;0;;13
SUPPLEANT;FAUFRA Aline;SPRIMONT;BOURGMESTRE;20;160;0;160;0;;12
SUPPLEANT;DARMONT Arnaud;SPRIMONT;BOURGMESTRE;21;174;0;174;0;;10
SUPPLEANT;BALTHASAR Jacqueline;SPRIMONT;BOURGMESTRE;22;255;0;255;0;;2
ELU;NANDRIN Victor;SPRIMONT;BOURGMESTRE;23;525;0;525;0;5;2
ELU;ROUXHET Olivier;SPRIMONT;EC;1;787;324;1111;0;1;
ELU;WILDÉRIANE Noëlle;SPRIMONT;EC;2;386;0;386;0;4;
ELU;LAMBINON Denis;SPRIMONT;EC;3;475;0;475;0;2;
ELU;MALHERBE Laure;SPRIMONT;EC;4;436;0;436;0;3;
SUPPLEANT;MAGNÉE Marc;SPRIMONT;EC;5;324;0;324;0;;1
SUPPLEANT;DESMIDT Suzanne;SPRIMONT;EC;6;168;0;168;0;;14
SUPPLEANT;CAHAY Nicolas;SPRIMONT;EC;7;264;0;264;0;;3
SUPPLEANT;GRIGNARD Françoise;SPRIMONT;EC;8;251;0;251;0;;5
